News_Headline,Link_Of_News,Source,Stated_On,Date,Label
"The El Paso and Dayton shootings were ""false flag"" attacks coordinated by the ""deep state.""",https://www.politifact.com/factchecks/2019/aug/05/facebook-posts/no-el-paso-and-dayton-mass-shootings-were-not-fals/,Facebook posts," August 4, 201"," August 5, 2019",pants-fire
"""The homicide rate in Baltimore is significantly higher than El Salvador, Honduras, Guatemala. ...  I believe it’s higher than Afghanistan.""",https://www.politifact.com/factchecks/2019/aug/02/donald-trump/donald-trumps-flawed-comparison-homicide-rates-bal/,Donald Trump," August 1, 201"," August 2, 2019",half-true
"""Elijah Cummings’ house was broken into after Trump publicly attacked him on Twitter.""",https://www.politifact.com/factchecks/2019/aug/02/chelsea-handler/chelsea-handler-blames-trumps-tweets-break-cumming/,Chelsea Handler," August 2, 201"," August 2, 2019",FALSE
"Democrats ""want virtual immunity for illegal aliens who have created horrible crimes and murder.""",https://www.politifact.com/factchecks/2019/aug/02/donald-trump/trumps-false-charge-democrats-want-virtual-immunit/,Donald Trump," August 1, 201"," August 2, 2019",FALSE
"""When the Senate was debating middle-class affordability for child care,"" then-Sen. Joe Biden ""voted against it, the only vote, but what he wrote (in) an op-ed was that he believed that women working outside the home would, quote, ‘create the deterioration of family.’ He also said that women who were working outside the home were, quote, ‘avoiding responsibility.’""",https://www.politifact.com/factchecks/2019/aug/02/kirsten-gillibrand/fact-checking-attack-joe-biden-about-his-words-wom/,Kirsten Gillibrand," July 31, 2019"," August 2, 2019",half-true
"Says Kamala Harris oversaw a police department that was ""abusing people’s rights"" and that she did not ""disclose to defense attorneys"" when there was exculpatory evidence: ""She didn't do that. She never did it. And so, what happened? Along came a federal judge and said enough, enough, and he freed 1,000 of these people.""",https://www.politifact.com/factchecks/2019/aug/02/joe-biden/debate-biden-said-google-1000-prisoners-freed-kama/,Joe Biden," July 31, 2019"," August 2, 2019",mostly-true
"Says ""we lose nearly 40,000 people in this country to gun violence, a number that no other country comes even close to.""",https://www.politifact.com/factchecks/2019/aug/02/beto-orourke/are-there-more-gun-deaths-united-states-any-other-/,Beto O'Rourke," July 30, 2019"," August 2, 2019",barely-true
"Says that under President Donald Trump, ""not only have we not gone after al-Qaida ... our president is supporting al-Qaida.""",https://www.politifact.com/factchecks/2019/aug/02/tulsi-gabbard/tulsi-gabbard-cites-us-arms-sales-saudi-arabia-fal/,Tulsi Gabbard," July 31, 2019"," August 2, 2019",FALSE
"U.S. farmers are receiving $16 billion ""out of the tariffs that we’ve gotten from China.""",https://www.politifact.com/factchecks/2019/aug/02/donald-trump/no-china-not-paying-us-farmers-16b-through-tariffs/,Donald Trump," July 12, 2019"," August 2, 2019",FALSE
"""You look at the homelessness situation. Take a city like Tokyo, which has more people than New York City. There's no homelessness there.""",https://www.politifact.com/factchecks/2019/aug/01/ben-carson/baltimore-talk-ben-carson-highlights-extremely-low/,Ben Carson," July 31, 2019"," August 1, 2019",mostly-true
"Says the Democratic presidential candidates ""support giving illegal immigrants free health care at our expense.""",https://www.politifact.com/factchecks/2019/aug/01/donald-trump/fact-checking-trump-ad-democrats-health-care-immig/,Donald Trump," July 31, 2019"," August 1, 2019",barely-true
"Says ex-Lt. Gov. Evelyn Sanguinetti ""publicly did not stand in opposition to"" former Gov. Bruce Rauner’s decision to sign a bill that expanded the public funding of abortions in Illinois.",https://www.politifact.com/factchecks/2019/aug/01/jeanne-ives/ives-falsely-claims-primary-foe-did-not-publicly-o/,Jeanne Ives," July 26, 2019"," August 1, 2019",FALSE
"""We are the only advanced industrialized nation that bases our educational funding on property taxes.""",https://www.politifact.com/factchecks/2019/jul/31/marianne-williamson/fact-checking-marianne-williamson-school-funding-u/,Marianne Williamson," July 28, 2019"," July 31, 2019",half-true
"""Studies show at the minimum wage, you can’t rent a two-bedroom apartment anywhere in the United States...a modest, two-bedroom apartment.""",https://www.politifact.com/factchecks/2019/jul/30/bobby-scott/scotts-right-modest-two-bedroom-apartments-not-aff/,Bobby Scott," July 15, 2019"," July 30, 2019",TRUE
"""Reagan took the deficit from $70 billion to $175 billion. Bush 41 took it to $300 billion. Clinton got it to zero. Bush 43 took it from zero to $1.2 trillion. Obama halved it to $600 billion. Trump’s got it back to a trillion.""",https://www.politifact.com/factchecks/2019/jul/29/tweets/republican-presidents-democrats-contribute-deficit/,Tweets," July 23, 2019"," July 29, 2019",mostly-true
"Says the names of CNN anchors Chris Cuomo, Brian Stelter and Jake Tapper were on the flight logs of Jeffrey Epstein’s private plane.",https://www.politifact.com/factchecks/2019/jul/29/facebook-posts/no-names-cnn-anchors-were-not-epstein-flight-logs/,Facebook posts," July 26, 2019"," July 29, 2019",pants-fire
"Says a photo showing thousands on a ship next to a crowded dock are ""Europeans trying to get to North Africa during World War II.""",https://www.politifact.com/factchecks/2019/jul/29/viral-image/viral-photo-migrants-ship-during-world-war-ii-your/,Viral image," July 24, 2019"," July 29, 2019",FALSE
"Says President Trump ""has ended up attracting larger numbers of people coming to the United States presenting themselves for asylum status at our border than we’ve ever seen.""",https://www.politifact.com/factchecks/2019/jul/28/richard-durbin/has-trump-encouraged-unprecedented-number-migrants/,Richard Durbin," July 11, 2019"," July 28, 2019",half-true
"A transaction tax in countries like the UK ""didn't affect their financial markets at all.""",https://www.politifact.com/factchecks/2019/jul/26/kirsten-gillibrand/gillibrands-claim-transaction-taxes-not-whole-stor/,Kirsten Gillibrand," July 9, 2019 "," July 26, 2019",barely-true
"Says Werner Herzog said, ""Dear America: You are waking up, as Germany once did, to the awareness that 1/3 of your people would kill another 1/3, while 1/3 watches.""",https://www.politifact.com/factchecks/2019/jul/26/viral-image/no-werner-herzog-didnt-say-about-america-and-germa/,Viral image," July 20, 2019"," July 26, 2019",FALSE
"Says Abraham Lincoln said, ""America will never be destroyed from the outside. If we lose our freedoms it will be because we have destroyed ourselves from within.""",https://www.politifact.com/factchecks/2019/jul/26/viral-image/abraham-lincoln-quote-fake-its-close-something-he-/,Viral image," July 22, 2019"," July 26, 2019",barely-true
Says Whoopi Goldberg kept her job and was applauded by ABC after calling Jeanine Pirro a racist slur.,https://www.politifact.com/factchecks/2019/jul/26/viral-image/no-evidence-whoopi-goldberg-called-jeanine-pirro-s/,Viral image," July 22, 2019"," July 26, 2019",FALSE
"""We are incarcerating more children than any time ... since we interned Japanese-Americans during World War II""",https://www.politifact.com/factchecks/2019/jul/26/beto-orourke/orourke-point-claim-us-incarcerating-children/,Beto O'Rourke," July 11, 2019"," July 26, 2019",mostly-true
"""There are, literally, two pharmaceutical lobbyists for every member of Congress.""",https://www.politifact.com/factchecks/2019/jul/26/amy-klobuchar/klobuchar-says-there-are-enough-drug-lobbyists-dc-/,Amy Klobuchar," July 15, 2019"," July 26, 2019",mostly-true
"""Trump wants to cut (Medicare) just to pay for tax breaks to billionaires.""",https://www.politifact.com/factchecks/2019/jul/26/priorities-usa-action/honest-ad-mostly-wrong-about-trump-taxes-and-medic/,Priorities USA Action," July 23, 2019"," July 26, 2019",barely-true
"""The country is now in a manufacturing recession.""",https://www.politifact.com/factchecks/2019/jul/26/elizabeth-warren/elizabeth-warren-says-manufacturing-recession-sign/,Elizabeth Warren," July 22, 2019"," July 26, 2019",half-true
"""There's a survey done in Guatemala. A third of Guatemalans intend to migrate to the United States. That's about 5.8 million people.""",https://www.politifact.com/factchecks/2019/jul/26/ron-johnson/no-survey-did-not-say-third-guatemalans-intend-com/,Ron Johnson," July 21, 2019"," July 26, 2019",barely-true
"""Gov. Scott is pushing for a statewide voucher program that would take millions from our public schools and funnel it to private schools that mostly serve privileged families.""",https://www.politifact.com/factchecks/2019/jul/25/rebecca-holcombe/vermonts-former-education-secretary-says-governors/,Rebecca Holcombe," July 15, 2019"," July 25, 2019",barely-true
"Since 2014, there has been a 25% reduction in crime in communities at the Texas-Mexico border.",https://www.politifact.com/factchecks/2019/jul/25/steve-mccraw/how-much-has-crime-gone-down-texas-mexico-border/,Steve McCraw," July 12, 2019"," July 25, 2019",TRUE
Says Chelsea Clinton is married to George Soros’ nephew.,https://www.politifact.com/factchecks/2019/jul/25/viral-image/no-evidence-chelsea-clinton-married-george-soross-/,Viral image," July 22, 2019"," July 25, 2019",pants-fire
"Says Donald Trump said, ""Immigrants aren’t people, they’re animals.""",https://www.politifact.com/factchecks/2019/jul/25/viral-image/facebook-post-immigration-misuses-old-trump-quote/,Viral image," July 22, 2019"," July 25, 2019",FALSE
"Says Alexandria Ocasio-Cortez is proposing a ""nationwide motorcycle ban.""",https://www.politifact.com/factchecks/2019/jul/25/blog-posting/no-ocasio-cortez-isnt-going-after-motorcycles-s-an/,Bloggers," June 28, 2019"," July 25, 2019",pants-fire
"""George Washington, as many don’t know, was not the first President of the United States. The first President of the United States was one John Hanson, and he was a black man.""",https://www.politifact.com/factchecks/2019/jul/25/blog-posting/no-first-american-president-wasnt-black-man-named-/,Bloggers," April 3, 2019"," July 25, 2019",FALSE
"Republicans ""are advancing federal judges who won't even say that Brown vs. Board of Education was properly decided.""",https://www.politifact.com/factchecks/2019/jul/25/roland-martin/have-trump-judicial-nominees-refused-comment-brown/,Roland Martin," July 21, 2019"," July 25, 2019",mostly-true
"Soccer players on the U.S. women’s national team ""stomped"" on the American flag.",https://www.politifact.com/factchecks/2019/jul/25/facebook-posts/no-megan-rapinoe-didnt-stomp-american-flag/,Facebook posts," July 8, 2019 "," July 25, 2019",FALSE
"A Donald Trump supporter held a sign at his rally ""mocking a dead migrant child.""",https://www.politifact.com/factchecks/2019/jul/25/facebook-posts/no-trump-supporter-wasnt-mocking-dead-migrant-chil/,Facebook posts," July 4, 2019 "," July 25, 2019",FALSE
"""SIX of the most prominent activists during the Ferguson riots have all been found burned to death in their cars. There are no coincidences here.""",https://www.politifact.com/factchecks/2019/jul/25/facebook-posts/facebook-post-deaths-6-people-ferguson-stretches-w/,Facebook posts," July 15, 2019"," July 25, 2019",barely-true
"Says Robert Mueller ""didn’t follow the special counsel regulations. It clearly says write a confidential report about decisions reached. Nowhere in here does it say write a report about decisions that were not reached.""",https://www.politifact.com/factchecks/2019/jul/24/john-ratcliffe/look-whether-robert-mueller-broke-rules-special-co/,John Ratcliffe," July 24, 2019"," July 24, 2019",FALSE
"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",https://www.politifact.com/factchecks/2019/jul/24/facebook-posts/facebook-post-compares-votes-rand-paul-ilhan-omar-/,Facebook posts," July 21, 2019"," July 24, 2019",TRUE
"""How many people have with a concealed carry permit have committed a crime in Virginia? ...The answer is zero.""",https://www.politifact.com/factchecks/2019/jul/24/bill-stanley/theres-no-proof-bill-stanleys-claim-about-va-conce/,Bill Stanley," July 9, 2019 "," July 24, 2019",FALSE
